police_station,day_of_week,hour,unique_vehicle_types,vehicle_types
HAL Old Airport,Wednesday,1,9,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'VAN']"
HAL Old Airport,Wednesday,2,14,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TANKER', 'TEMPO', 'TOURIST BUS', 'VAN']"
HAL Old Airport,Wednesday,3,14,"['CAR', 'GOODS AUTO', 'HGV', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MINI LORRY', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'VAN']"
HAL Old Airport,Wednesday,4,11,"['BUS (BMTC/KSRTC)', 'CAR', 'FACTORY BUS', 'HGV', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
HAL Old Airport,Wednesday,5,13,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'HGV', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HAL Old Airport,Wednesday,6,12,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TOURIST BUS', 'VAN']"
HAL Old Airport,Wednesday,7,6,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HAL Old Airport,Wednesday,8,8,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HAL Old Airport,Wednesday,9,5,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO']"
HAL Old Airport,Wednesday,11,2,"['MOPED', 'SCOOTER']"
HAL Old Airport,Wednesday,19,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER', 'TANKER']"
HAL Old Airport,Wednesday,20,14,"['BUS (BMTC/KSRTC)', 'CAR', 'FACTORY BUS', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO', 'TOURIST BUS', 'VAN']"
HAL Old Airport,Wednesday,21,17,"['BUS (BMTC/KSRTC)', 'CAR', 'FACTORY BUS', 'HGV', 'JEEP', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MINI LORRY', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO', 'TOURIST BUS']"
HAL Old Airport,Wednesday,22,15,"['BUS (BMTC/KSRTC)', 'CAR', 'HGV', 'JEEP', 'LGV', 'MAXI-CAB', 'MINI LORRY', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO', 'TOURIST BUS', 'VAN']"
HAL Old Airport,Wednesday,23,13,"['BUS (BMTC/KSRTC)', 'CAR', 'FACTORY BUS', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER', 'TEMPO']"
HSR Layout,Friday,0,6,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Friday,1,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Friday,2,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Friday,3,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Friday,4,8,"['CAR', 'GOODS AUTO', 'HGV', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TOURIST BUS']"
HSR Layout,Friday,5,11,"['CAR', 'GOODS AUTO', 'HGV', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Friday,6,8,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
HSR Layout,Friday,7,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Friday,8,6,"['CAR', 'FACTORY BUS', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Friday,9,4,"['CAR', 'FACTORY BUS', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Friday,10,1,['CAR']
HSR Layout,Friday,19,1,['MOTOR CYCLE']
HSR Layout,Friday,20,8,"['CAR', 'GOODS AUTO', 'HGV', 'LGV', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Friday,21,9,"['CAR', 'HGV', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Friday,22,4,"['CAR', 'LGV', 'MAXI-CAB', 'SCOOTER']"
HSR Layout,Friday,23,5,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Monday,0,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Monday,1,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Monday,2,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Monday,3,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Monday,4,6,"['CAR', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Monday,5,5,"['CAR', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Monday,6,6,"['CAR', 'JEEP', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Monday,7,5,"['CAR', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Monday,8,5,"['CAR', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Monday,9,4,"['CAR', 'MOPED', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Monday,10,1,['SCOOTER']
HSR Layout,Monday,11,3,"['MOTOR CYCLE', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Monday,12,1,['TOURIST BUS']
HSR Layout,Monday,19,3,"['HGV', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Monday,20,7,"['CAR', 'HGV', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Monday,21,9,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Monday,22,8,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Monday,23,9,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
HSR Layout,Saturday,0,7,"['CAR', 'GOODS AUTO', 'HGV', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Saturday,1,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER', 'TANKER']"
HSR Layout,Saturday,2,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Saturday,3,2,"['CAR', 'PRIVATE BUS']"
HSR Layout,Saturday,4,7,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Saturday,5,7,"['CAR', 'GOODS AUTO', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Saturday,6,8,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Saturday,7,9,"['CAR', 'GOODS AUTO', 'HGV', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TANKER']"
HSR Layout,Saturday,8,9,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER']"
HSR Layout,Saturday,9,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS']"
HSR Layout,Saturday,10,1,['MOTOR CYCLE']
HSR Layout,Saturday,12,1,['SCOOTER']
HSR Layout,Saturday,19,2,"['PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Saturday,20,5,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'OTHERS', 'SCOOTER']"
HSR Layout,Saturday,21,6,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Saturday,22,9,"['CAR', 'GOODS AUTO', 'HGV', 'LGV', 'LORRY/GOODS VEHICLE', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Saturday,23,9,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Sunday,0,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Sunday,1,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'OTHERS', 'SCOOTER']"
HSR Layout,Sunday,2,7,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Sunday,3,7,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Sunday,4,10,"['CAR', 'FACTORY BUS', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Sunday,5,14,"['CAR', 'GOODS AUTO', 'HGV', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCHOOL VEHICLE', 'SCOOTER', 'TANKER', 'TRACTOR']"
HSR Layout,Sunday,6,8,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Sunday,7,10,"['CAR', 'FACTORY BUS', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER']"
HSR Layout,Sunday,8,9,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Sunday,9,4,"['CAR', 'MOPED', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Sunday,10,3,"['MOPED', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Sunday,20,3,"['CAR', 'MOPED', 'SCOOTER']"
HSR Layout,Sunday,21,6,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'PASSENGER AUTO', 'TEMPO']"
HSR Layout,Sunday,22,5,"['CAR', 'MOTOR CYCLE', 'OTHERS', 'SCHOOL VEHICLE', 'SCOOTER']"
HSR Layout,Sunday,23,6,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'MOPED', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Thursday,0,8,"['CAR', 'HGV', 'JEEP', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TOURIST BUS']"
HSR Layout,Thursday,1,2,"['CAR', 'MOTOR CYCLE']"
HSR Layout,Thursday,2,4,"['CAR', 'MOTOR CYCLE', 'SCOOTER', 'TOURIST BUS']"
HSR Layout,Thursday,3,3,"['CAR', 'LGV', 'PASSENGER AUTO']"
HSR Layout,Thursday,4,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Thursday,5,10,"['CAR', 'GOODS AUTO', 'HGV', 'JEEP', 'LGV', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Thursday,6,8,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Thursday,7,8,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Thursday,8,8,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Thursday,9,1,['LGV']
HSR Layout,Thursday,11,1,['MOTOR CYCLE']
HSR Layout,Thursday,19,4,"['CAR', 'FACTORY BUS', 'LORRY/GOODS VEHICLE', 'PASSENGER AUTO']"
HSR Layout,Thursday,20,8,"['CAR', 'FACTORY BUS', 'GOODS AUTO', 'HGV', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Thursday,21,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Thursday,22,9,"['BUS (BMTC/KSRTC)', 'CAR', 'HGV', 'LGV', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Thursday,23,6,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Tuesday,0,10,"['CAR', 'GOODS AUTO', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
HSR Layout,Tuesday,1,4,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Tuesday,2,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Tuesday,3,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Tuesday,4,6,"['CAR', 'GOODS AUTO', 'HGV', 'MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Tuesday,5,8,"['CAR', 'GOODS AUTO', 'HGV', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Tuesday,6,10,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Tuesday,7,7,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Tuesday,8,7,"['CAR', 'FACTORY BUS', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Tuesday,9,6,"['CAR', 'GOODS AUTO', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Tuesday,11,3,"['CAR', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Tuesday,19,4,"['CAR', 'MOTOR CYCLE', 'SCOOTER', 'TEMPO']"
HSR Layout,Tuesday,20,8,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Tuesday,21,10,"['CAR', 'GOODS AUTO', 'HGV', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
HSR Layout,Tuesday,22,6,"['CAR', 'GOODS AUTO', 'LGV', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Tuesday,23,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Wednesday,0,7,"['CAR', 'JEEP', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER']"
HSR Layout,Wednesday,1,6,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Wednesday,2,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Wednesday,3,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Wednesday,4,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Wednesday,5,9,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Wednesday,6,9,"['CAR', 'HGV', 'LGV', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Wednesday,7,9,"['CAR', 'GOODS AUTO', 'HGV', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Wednesday,8,7,"['CAR', 'LGV', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Wednesday,9,3,"['LGV', 'MOTOR CYCLE', 'SCOOTER']"
HSR Layout,Wednesday,10,1,['PASSENGER AUTO']
HSR Layout,Wednesday,18,3,"['LGV', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Wednesday,19,2,"['CAR', 'FACTORY BUS']"
HSR Layout,Wednesday,20,11,"['CAR', 'GOODS AUTO', 'HGV', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PRIVATE BUS', 'SCOOTER']"
HSR Layout,Wednesday,21,7,"['CAR', 'GOODS AUTO', 'LGV', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
HSR Layout,Wednesday,22,7,"['CAR', 'GOODS AUTO', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO']"
HSR Layout,Wednesday,23,6,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Friday,0,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Friday,1,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Friday,2,6,"['CAR', 'LGV', 'MAXI-CAB', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER']"
Halasur,Friday,3,6,"['CAR', 'HGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Friday,4,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Friday,5,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Friday,6,3,"['CAR', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Friday,7,6,"['CAR', 'JEEP', 'LGV', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Halasur,Friday,8,2,"['PASSENGER AUTO', 'SCOOTER']"
Halasur,Friday,9,3,"['MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Friday,10,2,"['CAR', 'SCOOTER']"
Halasur,Friday,18,4,"['CAR', 'HGV', 'LGV', 'TEMPO']"
Halasur,Friday,20,4,"['LGV', 'MOTOR CYCLE', 'SCOOTER', 'TRACTOR']"
Halasur,Friday,21,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Friday,22,12,"['CAR', 'GOODS AUTO', 'HGV', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER', 'TANKER', 'TEMPO']"
Halasur,Friday,23,9,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TOURIST BUS', 'TRACTOR']"
Halasur,Monday,0,6,"['CAR', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Monday,1,5,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Monday,2,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Monday,3,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Halasur,Monday,4,6,"['CAR', 'MAXI-CAB', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER', 'TEMPO']"
Halasur,Monday,5,7,"['CAR', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Halasur,Monday,6,7,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Monday,7,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Monday,8,3,"['MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Monday,9,2,"['MOTOR CYCLE', 'SCOOTER']"
Halasur,Monday,19,1,['PASSENGER AUTO']
Halasur,Monday,20,6,"['CAR', 'MOPED', 'PASSENGER AUTO', 'SCOOTER', 'TANKER', 'TEMPO']"
Halasur,Monday,21,6,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Halasur,Monday,22,8,"['CAR', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Halasur,Monday,23,7,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Halasur,Saturday,0,8,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'VAN']"
Halasur,Saturday,1,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Halasur,Saturday,2,7,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'VAN']"
Halasur,Saturday,3,10,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER', 'TEMPO', 'VAN']"
Halasur,Saturday,4,8,"['CAR', 'HGV', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Halasur,Saturday,5,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Saturday,6,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Saturday,7,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Halasur,Saturday,8,1,['CAR']
Halasur,Saturday,18,2,"['FACTORY BUS', 'LGV']"
Halasur,Saturday,19,1,['MAXI-CAB']
Halasur,Saturday,20,1,['LGV']
Halasur,Saturday,21,7,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Saturday,22,11,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TANKER', 'TEMPO', 'VAN']"
Halasur,Saturday,23,10,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'VAN']"
Halasur,Sunday,0,6,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Halasur,Sunday,1,6,"['CAR', 'MAXI-CAB', 'MOPED', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Halasur,Sunday,2,11,"['CAR', 'LGV', 'MAXI-CAB', 'MINI LORRY', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'TRACTOR', 'VAN']"
Halasur,Sunday,3,7,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'VAN']"
Halasur,Sunday,4,9,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'VAN']"
Halasur,Sunday,5,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Halasur,Sunday,6,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Halasur,Sunday,7,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Halasur,Sunday,8,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
